uid,function,hierarchy,region,operation,clocent
resp5750,mng,E,east,service,0.743170505
resp5751,network,MM,west,implementation,0.795825717
resp5752,network,TL,east,implementation,0.730384259
resp5754,business,E,country-wide,business_mng,0.783962878
resp5755,network,TL,west,implementation,0
resp5757,network,TL,west,implementation,0
resp5758,network,MM,east,implementation,0
resp5761,business,E,east,implementation,0.765034621
resp5762,hr,E,central,service,0.802001655
resp5763,mng,E,country-wide,service,0
resp5764,network,TL,west,implementation,0.720821111
resp5765,logistics,E,country-wide,implementation,0.642570066
resp5767,logistics,E,country-wide,implementation,0
resp5768,network,E,east,business_mng,0
resp5769,control,E,central,business_mng,0
resp5770,logistics,E,central,implementation,0.792907088
resp5771,network,E,west,business_mng,0
resp5772,network,TL,east,implementation,0.759008383
resp5773,business,E,country-wide,business_mng,0.746249287
resp5774,control,E,east,business_mng,0
resp5775,hr,E,east,implementation,0.016649379
resp5776,mng,E,country-wide,corp_gov,0
resp5777,hr,E,west,implementation,0.728569844
resp5779,logistics,E,country-wide,implementation,0.703893152
resp5780,hr,E,central,implementation,0
resp5781,control,E,country-wide,corp_gov,0
resp5782,network,TL,central,implementation,0.657461385
resp5783,logistics,E,country-wide,implementation,0
resp5784,network,TL,east,implementation,0.763541523
resp5785,control,E,central,business_mng,0.80952698
resp5786,control,E,west,business_mng,0.781730737
resp5787,mng,TL,country-wide,service,0.667703129
resp5788,network,TL,country-wide,business_mng,0.844997775
resp5789,network,E,central,business_mng,0.768896844
resp5790,business,E,country-wide,business_mng,0.736805913
resp5792,business,E,country-wide,business_mng,0.780576754
resp5793,business,E,country-wide,implementation,0
resp5794,logistics,E,country-wide,implementation,0
resp5795,network,TL,central,implementation,0
resp5797,network,E,country-wide,business_mng,0.727794336
resp5799,logistics,E,country-wide,implementation,0
resp5800,hr,E,west,service,0.797747315
resp5802,hr,E,central,service,0.63156162
resp5803,business,E,country-wide,implementation,0.647329503
resp5804,logistics,E,country-wide,implementation,0.776104911
resp5810,security,TL,country-wide,corp_gov,0
resp5811,network,MM,west,implementation,0.759544216
resp5812,business,E,country-wide,business_mng,0.751403394
resp5813,control,E,central,business_mng,0
resp5815,logistics,E,west,implementation,0
resp5816,business,E,country-wide,implementation,0.670242132
resp5817,it,E,country-wide,service,0.732502354
resp5818,network,TL,east,implementation,0.782317939
resp5820,network,E,country-wide,business_mng,0.783262224
resp5822,security,TL,east,service,0.749627833
resp5823,mng,E,country-wide,service,0
resp5824,network,TL,central,implementation,0
resp5825,it,E,country-wide,service,0.69191304
resp5826,mng,E,country-wide,service,0.837614299
resp5827,network,TL,east,implementation,0.015058744
resp5828,logistics,E,east,implementation,0
resp5830,hr,E,country-wide,corp_gov,0.881154213
resp5831,network,E,west,business_mng,0.771284611
resp5834,business,E,country-wide,implementation,0
resp5835,logistics,E,country-wide,implementation,0.811187479
resp5837,network,TL,east,implementation,0
resp5838,network,TL,east,implementation,0.928731548
resp5839,it,E,country-wide,service,0.813181458
resp5840,network,E,west,business_mng,0.660918951
resp5844,network,TL,west,implementation,0.79628428
resp5845,business,E,country-wide,business_mng,0.692819604
resp5846,hr,TL,country-wide,service,0.79635211
resp5847,logistics,E,country-wide,service,0.781060267
resp5848,business,E,country-wide,business_mng,0.7061774
resp5849,hr,E,east,implementation,0.816587475
resp5850,hr,TL,country-wide,corp_gov,0.847663245
resp5851,business,E,east,implementation,0
resp5852,hr,E,central,implementation,0.565392408
resp5853,logistics,E,country-wide,implementation,0
resp5854,business,E,country-wide,business_mng,0
resp5855,network,MM,west,implementation,0.832655836
resp5856,it,E,country-wide,service,0.813787014
resp5857,business,E,country-wide,implementation,0
resp5858,hr,E,central,service,0.791659994
resp5859,hr,E,east,implementation,0.685756587
resp5863,business,E,country-wide,business_mng,0
resp5864,network,E,east,business_mng,0.758016732
resp5865,business,E,east,implementation,0.694954826
resp5866,it,E,country-wide,service,0.853933727
resp5867,network,E,east,business_mng,0.834785629
resp5868,business,E,country-wide,corp_gov,0
resp5869,business,E,country-wide,business_mng,0.725644575
resp5870,it,TL,country-wide,service,0.880349722
resp5871,business,TL,country-wide,implementation,0
resp5873,mng,TL,country-wide,service,0.796661733
resp5874,business,E,country-wide,business_mng,0.808409125
resp5875,network,TL,central,implementation,0
resp5876,it,E,country-wide,service,0.78812019
resp5879,control,E,central,business_mng,0.776568533
resp5880,network,TL,central,implementation,0.741389047
resp5881,it,E,country-wide,service,0.713600271
resp5882,network,E,central,business_mng,0
resp5883,logistics,E,country-wide,implementation,0.776141659
resp5884,network,TL,east,business_mng,0.862243534
resp5885,network,TL,east,implementation,0
resp5886,hr,E,country-wide,corp_gov,0.778309478
resp5887,network,TL,east,implementation,0
resp5888,network,TL,central,implementation,0.664075904
resp5889,hr,E,country-wide,service,0.710260922
resp5891,hr,E,west,implementation,0
resp5892,mng,E,country-wide,corp_gov,0.742665451
resp5894,business,E,central,implementation,0.688686755
resp5895,business,E,country-wide,implementation,0
resp5896,logistics,E,central,implementation,0.822267344
resp5897,network,E,east,business_mng,0.784912461
resp5898,mng,E,east,service,0.780457495
resp5901,business,E,country-wide,business_mng,0
resp5902,business,E,country-wide,implementation,0
resp5903,hr,E,west,service,0
resp5905,network,TL,central,implementation,0
resp5907,network,MM,west,implementation,0.723525059
resp5908,hr,E,central,service,0
resp5909,logistics,E,country-wide,implementation,0.729381144
resp5910,it,E,country-wide,service,0.753002519
resp5911,network,TL,central,implementation,0
resp5912,hr,E,west,implementation,0
resp5913,hr,TL,east,service,0.815609107
resp5914,mng,E,country-wide,corp_gov,0
resp5919,business,E,central,implementation,0.718619852
resp5921,logistics,E,country-wide,implementation,0.673722317
resp5924,network,MM,central,implementation,0.775407371
resp5925,logistics,E,country-wide,implementation,0.778574704
resp5927,logistics,E,central,implementation,0.691352274
resp5928,it,E,country-wide,service,0
resp5929,logistics,E,country-wide,implementation,0
resp5932,hr,E,east,implementation,0.818582363
resp5933,logistics,E,country-wide,implementation,0.711617618
resp5934,security,E,country-wide,corp_gov,0.817235608
resp5935,logistics,E,country-wide,service,0.785928808
resp5936,business,E,country-wide,business_mng,0.764593117
resp5938,logistics,E,west,implementation,0
resp5941,control,TL,central,business_mng,0.796623017
resp5942,mng,E,west,service,0.737320611
resp5944,network,MM,east,implementation,0
resp5945,mng,E,country-wide,service,0.660328739
resp5949,logistics,E,west,implementation,0.898068222
resp5950,business,E,country-wide,business_mng,0
resp5952,network,TL,central,implementation,0.717443594
resp5953,security,TL,west,service,0.760196254
resp5954,mng,E,country-wide,service,0.706861226
resp5955,network,MM,west,implementation,0.82463587
resp5956,business,E,country-wide,implementation,0
resp5957,business,TL,country-wide,implementation,0.728539328
resp5960,it,E,west,service,0.84986063
resp5961,control,E,west,business_mng,0.733198185
resp5962,logistics,E,country-wide,business_mng,0
resp5963,business,E,country-wide,business_mng,0.796678671
resp5964,business,E,country-wide,implementation,0
resp5965,mng,MM,country-wide,service,0.841873136
resp5969,it,E,country-wide,service,0
resp5970,control,TL,east,business_mng,0.798291216
resp5973,it,E,country-wide,service,0
resp5974,control,E,west,business_mng,0
resp5975,network,TL,west,implementation,0.720817547
resp5976,logistics,E,country-wide,implementation,0
resp5977,mng,TL,country-wide,service,0.807373877
resp5978,mng,E,central,service,0
resp5979,network,MM,central,implementation,0.759104929
resp5980,network,E,west,business_mng,0.800317929
resp5981,security,E,country-wide,corp_gov,0
resp5982,business,E,country-wide,corp_gov,0.826007147
resp5983,mng,E,country-wide,service,0.721694225
resp5984,mng,E,country-wide,service,0.659987592
resp5986,logistics,E,west,implementation,0
resp5987,leadership,E,country-wide,service,0.808027352
resp5988,network,TL,central,implementation,0.732329502
resp5989,network,MM,west,implementation,0
resp5990,mng,E,country-wide,service,0.816137009
resp5991,logistics,E,west,implementation,0
resp5993,network,TL,west,implementation,0
resp5994,business,E,central,implementation,0.007843096
resp5995,network,TL,central,implementation,0.688889191
resp5996,network,TL,west,implementation,0.775655868
resp5998,network,E,east,business_mng,0
resp5999,business,E,country-wide,business_mng,0.912548674
resp6002,network,TL,east,implementation,0.820665789
resp6004,logistics,E,country-wide,implementation,0.007843096
resp6005,control,E,east,business_mng,0
resp6006,logistics,E,country-wide,implementation,0.755188051
resp6007,network,TL,west,implementation,0
resp6009,hr,TM,country-wide,corp_gov,0.730974886
resp6010,leadership,E,country-wide,corp_gov,0.756687062
resp6011,logistics,E,country-wide,implementation,0.671230164
resp6012,mng,E,country-wide,service,0.751353218
resp6013,it,E,country-wide,service,0.727987894
resp6015,logistics,E,country-wide,implementation,0
resp6016,business,E,country-wide,business_mng,0
resp6017,mng,E,east,service,0
resp6020,network,TL,central,implementation,0.690571106
resp6021,network,TL,east,implementation,0
resp6022,business,E,country-wide,service,0.637392462
resp6025,business,E,country-wide,implementation,0.56515834
resp6026,logistics,MM,east,implementation,0.924071922
resp6027,network,TL,central,implementation,0.610781101
resp6028,business,E,country-wide,business_mng,0.824055491
resp6029,network,TL,central,implementation,0.676678748
resp6030,business,E,country-wide,business_mng,0.688285812
resp6031,network,TL,east,implementation,0
resp6032,logistics,MM,west,implementation,0
resp6033,logistics,E,west,implementation,0
resp6034,network,TL,east,implementation,0.800293048
resp6036,mng,E,country-wide,service,0.707120999
resp6037,business,E,country-wide,business_mng,0.663487081
resp6038,control,TL,country-wide,corp_gov,0.002614365
resp6039,business,E,country-wide,business_mng,0.793729994
resp6041,logistics,E,country-wide,implementation,0.722323439
resp6042,network,TL,central,implementation,0
resp6046,network,TL,central,implementation,0
resp6047,network,TL,west,implementation,0.811490685
resp6048,logistics,E,east,implementation,0
resp6049,network,TL,east,implementation,0.7837116
resp6051,network,TL,east,implementation,0
resp6053,business,E,country-wide,business_mng,0.800960724
resp6054,mng,E,country-wide,service,0
resp6055,network,E,east,business_mng,0
resp6059,mng,E,country-wide,service,0.660040742
resp6060,security,E,west,service,0.830834483
resp6061,logistics,MM,east,implementation,0.887931955
resp6062,logistics,E,west,implementation,0
resp6064,it,E,east,service,0.790324084
resp6066,mng,E,country-wide,service,0
resp6067,security,E,country-wide,corp_gov,0
resp6068,mng,E,west,service,0.749096218
resp6070,network,MM,central,implementation,0.722577272
resp6071,network,E,east,business_mng,0
resp6072,network,E,east,business_mng,0.814757783
resp6073,network,TL,east,implementation,0
resp6074,it,E,country-wide,service,0
resp6075,logistics,E,east,business_mng,0
resp6076,it,E,country-wide,service,0.708602941
resp6077,network,TL,central,implementation,0
resp6078,network,MM,central,implementation,0
resp6079,logistics,E,country-wide,implementation,0.786569665
resp6080,network,TL,east,implementation,0.803126144
resp6081,it,E,east,service,0.801883956
resp6082,network,TL,central,implementation,0
resp6083,network,TL,west,implementation,0.768968984
resp6084,business,E,country-wide,business_mng,0.889570295
resp6085,network,MM,east,implementation,0.821369208
resp6086,business,E,country-wide,implementation,0
resp6087,business,E,country-wide,business_mng,0.805954664
resp6088,business,E,country-wide,business_mng,0.794267707
resp6089,mng,E,country-wide,corp_gov,0.782402359
resp6091,it,E,country-wide,service,0.73805096
resp6093,leadership,E,country-wide,service,0
resp6094,network,TL,central,implementation,0.685414667
resp6095,business,TL,country-wide,implementation,0
resp6096,business,E,country-wide,business_mng,0.841152155
resp6098,mng,TL,country-wide,corp_gov,0.732575609
resp6100,network,TL,west,implementation,0.710938623
resp6102,network,TL,east,implementation,0
resp6103,logistics,MM,west,implementation,0.795810847
resp6104,hr,E,west,implementation,0
resp6107,it,E,country-wide,service,0.792387095
resp6108,mng,TM,country-wide,corp_gov,0.772556878
resp6109,leadership,E,country-wide,corp_gov,0.75303779
resp6111,network,MM,west,implementation,0.786224813
resp6113,hr,TL,country-wide,corp_gov,0.852468242
resp6114,network,E,central,business_mng,0
resp6115,business,E,country-wide,business_mng,0.806312326
resp6116,network,TL,central,implementation,0
resp6117,network,E,central,business_mng,0.776914158
resp6119,network,MM,central,implementation,0.81686908
resp6120,business,E,country-wide,service,0
resp6122,network,TL,central,implementation,0.708449815
resp6123,logistics,E,west,implementation,0.807970812
resp6124,business,E,country-wide,business_mng,0
resp6125,network,TL,central,implementation,0.712452705
resp6126,leadership,E,country-wide,corp_gov,0.787171293
